INSERT INTO AssistenciaAceita (id_assistenciaaceita, id_produto, id_prestador, codigo, dataassis, nome_segurado, servico, enderecoretirada, enderecoentrega, veiculo, valorsaida, valorhoraparada, valorhoratrabalhada, valortotalassist)
680,1,15,1688,2024-03-08,Luiza Novaes,Remoção,"Aeroporto Pedro Henrique Cardoso, 363","Fazenda Marcelo Carvalho, 922",Fiat Palio,180.0,39.94,,219.94
681,3,15,7768,2024-01-25,Samuel Alves,Remoção,"Favela da Rocha, 22","Pátio Ribeiro, 12",Chevrolet Onix,180.0,,13.69,193.69
682,1,15,8030,2024-06-18,Bárbara Pinto,Troca de Pneus,"Pátio Cecília Alves, 302","Estrada Fernandes, 73",Fiat Palio,80.0,,,80.0
683,3,15,6141,2024-01-18,Maria Julia Gonçalves,Troca de Pneus,"Via Freitas, 64","Praia Jesus, 22",Toyota Corolla,80.0,6.12,,86.12
684,2,15,4391,2024-09-23,Fernando Rocha,Remoção,Alameda Souza,"Vale Maria Melo, 36",Toyota Corolla,180.0,19.2,,199.2
685,2,15,4716,2024-02-01,Eloah Lopes,Troca de Pneus,"Praia de Farias, 390","Passarela Ribeiro, 221",Chevrolet Onix,80.0,,,80.0
686,1,15,4419,2024-05-06,Arthur Caldeira,Troca de Pneus,"Parque Araújo, 28","Recanto de Nascimento, 8",Honda Civic,80.0,,6.43,86.43
687,3,15,8218,2024-05-26,Rebeca Vieira,Carga de Bateria,Feira de Nascimento,"Praia de Mendes, 47",Chevrolet Onix,80.0,,14.5,94.5
688,2,15,2642,2024-07-23,Ana Laura Ribeiro,Troca de Pneus,"Fazenda Fernandes, 876","Alameda Clara Fernandes, 39",Toyota Corolla,80.0,9.34,,89.34
689,2,15,9919,2024-01-13,Beatriz Duarte,Remoção,Sítio Diogo da Cruz,"Vila de Caldeira, 38",Honda Civic,180.0,,35.79,215.79
690,2,15,7049,2024-01-22,Ana Lívia Rodrigues,Carga de Bateria,"Setor Jesus, 84","Núcleo Rezende, 52",Ford Ranger,80.0,,,80.0
691,2,16,1685,2024-01-04,Pietro Lopes,Carga de Bateria,"Estação Elisa Alves, 532","Campo Costa, 48",Toyota Corolla,80.0,,13.75,93.75
692,1,16,8742,2024-03-20,Luna da Costa,Carga de Bateria,"Esplanada de Gomes, 858","Travessa de Sales, 1",Toyota Corolla,80.0,,8.96,88.96
693,3,16,7511,2024-03-19,Ana Laura Porto,Troca de Pneus,Estrada de Melo,"Alameda Farias, 37",Fiat Palio,80.0,16.77,39.6,136.37
694,3,16,4674,2024-03-25,Sofia Pinto,Remoção,"Lagoa da Cruz, 44","Viaduto de Lopes, 5",Toyota Corolla,180.0,,0.72,180.72
695,2,16,5718,2024-07-18,Cauê Lopes,Troca de Pneus,"Praça de Moreira, 31","Pátio de Araújo, 6",Toyota Corolla,80.0,,,80.0
696,1,16,5428,2024-03-13,Vitor Gabriel Alves,Troca de Pneus,"Residencial Maria Cecília Silveira, 11","Colônia da Rosa, 755",Honda Civic,80.0,17.88,23.0,120.88
697,1,16,7586,2024-01-26,Yasmin Vieira,Troca de Pneus,"Lagoa Lucas Gabriel da Rosa, 72",Travessa Emilly Peixoto,Fiat Palio,80.0,,0.49,80.49
698,1,16,7171,2024-04-11,Alana Correia,Troca de Pneus,"Feira Leonardo Santos, 14","Feira Gomes, 1",Ford Ranger,80.0,,,80.0
699,3,16,2905,2024-02-11,Bianca Teixeira,Remoção,"Aeroporto Miguel Lopes, 821","Largo Peixoto, 3",Chevrolet Onix,180.0,,27.83,207.83
700,2,16,6889,2024-02-23,Heitor Oliveira,Remoção,"Estrada Moura, 97","Conjunto Sarah da Costa, 36",Ford Ranger,180.0,2.52,15.02,197.54
701,1,16,1378,2024-09-04,Gustavo Henrique da Rosa,Carga de Bateria,Rua Stephany da Rosa,"Praia Costa, 461",Toyota Corolla,80.0,,,80.0
702,2,16,7257,2024-02-08,Ana Vitória Costa,Remoção,"Ladeira de Moraes, 466","Alameda Pedro Lucas Barbosa, 670",Honda Civic,180.0,11.12,,191.12
703,1,16,5116,2024-06-30,Maitê Aragão,Remoção,"Lago de Azevedo, 57","Campo de Teixeira, 42",Toyota Corolla,180.0,29.31,,209.31
704,2,16,8379,2024-05-03,Calebe Jesus,Troca de Pneus,"Avenida Dias, 69","Praça Jesus, 6",Honda Civic,80.0,,12.51,92.51
705,1,16,5297,2024-09-08,Nicolas Ramos,Carga de Bateria,"Parque Vicente Jesus, 595","Rodovia de Moreira, 93",Chevrolet Onix,80.0,,22.56,102.56
706,1,16,6093,2024-05-18,Laís Martins,Carga de Bateria,"Viela Mendes, 99","Estação Davi Lucca Cardoso, 38",Fiat Palio,80.0,,,80.0
707,1,16,7706,2024-03-03,Leandro Almeida,Carga de Bateria,"Rodovia de Moraes, 94","Avenida Lopes, 995",Toyota Corolla,80.0,,,80.0
708,2,16,8601,2024-03-20,Francisco Araújo,Troca de Pneus,"Lago Monteiro, 80","Morro Moreira, 29",Toyota Corolla,80.0,,15.25,95.25
709,3,17,2788,2024-08-01,Davi Lucas Almeida,Troca de Pneus,"Recanto Freitas, 58","Trecho de Fernandes, 144",Fiat Palio,80.0,,8.54,88.54
710,3,17,8217,2024-04-30,Dr. Pedro Lucas Teixeira,Carga de Bateria,"Jardim Moura, 198",Alameda Cardoso,Toyota Corolla,80.0,,,80.0
711,1,17,9470,2024-08-13,Maria Alice Campos,Remoção,Sítio Silveira,"Alameda de da Paz, 93",Ford Ranger,180.0,17.56,,197.56
712,2,17,9454,2024-09-10,Dr. Paulo Ferreira,Remoção,Colônia Vieira,"Viaduto de Araújo, 70",Chevrolet Onix,180.0,37.07,,217.07
713,1,17,3821,2024-04-28,Milena da Cruz,Carga de Bateria,"Esplanada de Freitas, 708","Recanto das Neves, 60",Ford Ranger,80.0,4.83,27.87,112.7
714,1,17,7081,2024-01-08,Juan Ribeiro,Remoção,"Passarela Farias, 18","Área Ryan Castro, 5",Fiat Palio,180.0,,6.07,186.07
715,1,17,3731,2024-08-19,Leonardo da Cunha,Remoção,"Trecho de Aragão, 928","Pátio Yago Pinto, 62",Fiat Palio,180.0,,14.83,194.83
716,3,17,3744,2024-06-29,Enzo Moreira,Remoção,"Campo de da Cruz, 24","Estrada Carolina Peixoto, 46",Ford Ranger,180.0,,,180.0
717,1,17,1686,2024-05-08,Eduarda Costa,Troca de Pneus,"Fazenda Gonçalves, 26","Estação de Rodrigues, 34",Honda Civic,80.0,,,80.0
718,2,17,7614,2024-09-24,Isadora Barbosa,Remoção,Parque Nogueira,"Trevo João Lucas Castro, 44",Honda Civic,180.0,27.96,,207.96
719,1,17,5567,2024-08-06,Rodrigo Viana,Troca de Pneus,"Parque Clarice Pereira, 417","Estação de da Rocha, 68",Ford Ranger,80.0,3.78,17.71,101.49
720,1,17,9013,2024-09-19,Dr. Pedro Henrique da Rocha,Remoção,"Recanto de Lima, 665","Feira Vieira, 428",Chevrolet Onix,180.0,22.13,,202.13
721,3,17,3073,2024-01-17,Clara Ribeiro,Carga de Bateria,"Vila Bianca da Rosa, 9","Viaduto Vitor Gabriel Lopes, 74",Fiat Palio,80.0,35.37,4.54,119.91
722,1,17,4167,2024-03-11,Diogo Cardoso,Carga de Bateria,"Alameda João Gabriel Almeida, 561","Distrito Peixoto, 4",Toyota Corolla,80.0,,11.91,91.91
723,1,17,8481,2024-04-11,André Fernandes,Carga de Bateria,"Via Eloah Lima, 26","Travessa de Nascimento, 63",Chevrolet Onix,80.0,,,80.0
724,2,17,6368,2024-08-16,Gabriela Lopes,Remoção,"Conjunto Correia, 73","Parque de Barros, 96",Honda Civic,180.0,20.58,14.15,214.73
725,1,17,5471,2024-08-03,Vicente da Mata,Carga de Bateria,"Viaduto de Moreira, 4","Núcleo Monteiro, 99",Fiat Palio,80.0,,,80.0
726,1,18,6077,2024-02-28,Joana Souza,Remoção,"Esplanada de Ferreira, 88","Avenida Luiz Felipe Martins, 85",Toyota Corolla,180.0,,10.57,190.57
727,3,18,2684,2024-02-20,Dra. Vitória Dias,Troca de Pneus,"Núcleo de da Costa, 61","Loteamento de da Cunha, 844",Chevrolet Onix,80.0,,39.54,119.54
728,2,18,3037,2024-09-09,João Pedro da Rocha,Remoção,"Viaduto da Mota, 6","Rua de Araújo, 35",Chevrolet Onix,180.0,29.26,,209.26
729,3,18,3531,2024-03-23,Pedro Henrique Cunha,Troca de Pneus,"Colônia João Lucas Araújo, 5","Vereda da Cruz, 52",Ford Ranger,80.0,,,80.0
730,2,18,1218,2024-07-24,Sra. Vitória Ferreira,Carga de Bateria,"Núcleo de Rocha, 68","Recanto de Gomes, 501",Chevrolet Onix,80.0,24.41,,104.41
731,3,18,4320,2024-01-03,Olivia Rodrigues,Carga de Bateria,"Parque Alana Novaes, 31","Praça de Jesus, 94",Toyota Corolla,80.0,,,80.0
732,3,18,2773,2024-04-08,Elisa Rodrigues,Remoção,"Vale Diogo Rocha, 57","Lagoa Sales, 115",Fiat Palio,180.0,27.04,,207.04
733,2,18,9712,2024-06-10,Sr. Anthony Duarte,Remoção,"Viaduto Maria Julia Fernandes, 80",Vila Caldeira,Chevrolet Onix,180.0,4.88,38.07,222.95
734,2,18,9064,2024-04-09,Maria Clara Sales,Troca de Pneus,"Jardim de Rodrigues, 27","Favela de Barros, 478",Ford Ranger,80.0,,,80.0
735,2,18,6085,2024-03-01,Vitor Carvalho,Troca de Pneus,"Esplanada de Teixeira, 2","Distrito Gustavo Henrique Barros, 86",Toyota Corolla,80.0,,,80.0
736,2,18,2141,2024-09-06,Gustavo da Cruz,Carga de Bateria,"Avenida de da Mota, 97","Viela Moreira, 3",Honda Civic,80.0,19.33,5.99,105.32
737,1,18,9138,2024-09-09,Ana Beatriz Duarte,Carga de Bateria,"Estação Thiago da Mata, 37","Residencial de Fernandes, 804",Chevrolet Onix,80.0,27.41,,107.41
738,3,18,9022,2024-08-25,Lucca Peixoto,Remoção,"Viela Gabriela Moreira, 921","Vale Evelyn Vieira, 6",Ford Ranger,180.0,21.84,,201.84
739,3,18,7504,2024-02-24,Otávio Fernandes,Carga de Bateria,"Estrada Cunha, 95","Pátio Henrique Lima, 4",Toyota Corolla,80.0,,,80.0
740,3,18,4311,2024-09-16,Srta. Ana Clara Rocha,Carga de Bateria,"Vale de Araújo, 10",Praça Barbosa,Fiat Palio,80.0,34.11,6.11,120.22
741,1,18,5044,2024-03-15,Thiago Cardoso,Carga de Bateria,"Lago Mariana Cardoso, 96","Distrito de Costela, 52",Toyota Corolla,80.0,,,80.0
742,2,18,7308,2024-02-20,Alexandre Fernandes,Remoção,"Parque de Porto, 661","Pátio Lima, 54",Honda Civic,180.0,,2.9,182.9
743,3,18,9845,2024-07-04,Sofia Ferreira,Carga de Bateria,Vereda da Rosa,Quadra Cardoso,Ford Ranger,80.0,4.07,,84.07
744,1,19,5187,2024-09-02,Breno Araújo,Remoção,"Ladeira de Jesus, 49","Vale Barbosa, 84",Chevrolet Onix,180.0,12.15,38.42,230.57
745,1,19,6194,2024-01-12,Maria Alice das Neves,Carga de Bateria,"Parque Ribeiro, 508","Setor Alves, 6",Toyota Corolla,80.0,30.81,34.98,145.79
746,1,19,4279,2024-07-16,Ana Julia Gomes,Remoção,"Alameda Caldeira, 931","Pátio de Duarte, 34",Honda Civic,180.0,38.84,,218.84
747,3,19,7006,2024-09-24,Sr. Lucas Gabriel Barbosa,Troca de Pneus,"Núcleo Lara Rocha, 478","Colônia de Porto, 10",Chevrolet Onix,80.0,,39.01,119.01
748,2,19,6825,2024-08-04,Bernardo Cunha,Remoção,"Quadra Alves, 42","Viaduto Arthur Sales, 38",Fiat Palio,180.0,32.3,,212.3
749,1,19,1800,2024-07-23,Clarice da Cunha,Troca de Pneus,"Parque da Cunha, 53","Lago Rocha, 7",Honda Civic,80.0,29.83,,109.83
750,2,19,9322,2024-08-23,Maria Eduarda Costela,Remoção,Morro da Rocha,"Distrito Davi Lucas Costela, 59",Fiat Palio,180.0,,17.52,197.52
751,1,19,5961,2024-05-27,Arthur Pinto,Troca de Pneus,"Ladeira de Aragão, 947","Feira Ferreira, 3",Ford Ranger,80.0,31.38,1.74,113.12
752,3,19,1380,2024-07-06,Enzo Silveira,Troca de Pneus,"Trecho Isis Silveira, 14","Rua Rezende, 677",Toyota Corolla,80.0,,23.03,103.03
753,1,19,6205,2024-02-27,Alana Pinto,Troca de Pneus,"Estrada Nascimento, 46","Feira de da Paz, 639",Ford Ranger,80.0,10.31,,90.31
754,2,19,4786,2024-06-23,Pedro Henrique Sales,Troca de Pneus,"Rodovia Nina Oliveira, 2","Morro de Cavalcanti, 43",Honda Civic,80.0,9.32,,89.32
755,1,19,6645,2024-08-26,Natália Araújo,Remoção,"Conjunto Maria Alice Cunha, 280","Colônia Kaique Nascimento, 75",Toyota Corolla,180.0,20.47,,200.47
756,3,19,4166,2024-06-13,Sra. Ana Vitória Lima,Carga de Bateria,"Ladeira Porto, 86","Residencial Rafael Freitas, 592",Chevrolet Onix,80.0,,37.69,117.69
757,3,19,1768,2024-03-22,Maysa da Costa,Troca de Pneus,"Avenida Monteiro, 6","Estrada Emanuella Melo, 599",Honda Civic,80.0,24.87,,104.87
758,3,19,3456,2024-08-31,Daniela Moura,Remoção,"Lagoa Ramos, 599","Travessa da Costa, 61",Honda Civic,180.0,9.68,34.47,224.15
759,2,19,9120,2024-05-29,Raul Viana,Carga de Bateria,"Fazenda de Moreira, 62","Chácara Leandro Viana, 8",Toyota Corolla,80.0,,,80.0
760,2,19,9233,2024-06-27,Luiz Otávio Viana,Remoção,"Vereda Vitória da Costa, 69","Favela Joaquim das Neves, 67",Honda Civic,180.0,,,180.0
761,3,20,7769,2024-06-13,Benício Cardoso,Troca de Pneus,Rodovia de Almeida,"Colônia de da Costa, 309",Ford Ranger,80.0,10.3,31.76,122.06
762,1,20,1562,2024-09-07,Carolina Pires,Carga de Bateria,"Rua de Castro, 60",Aeroporto Isadora Pires,Toyota Corolla,80.0,16.3,13.67,109.97
763,1,20,2949,2024-05-12,Bianca Monteiro,Carga de Bateria,"Sítio Heloísa Cavalcanti, 23","Viela Porto, 50",Fiat Palio,80.0,25.08,16.39,121.47
764,2,20,8752,2024-03-22,Miguel Pereira,Carga de Bateria,"Distrito Rodrigues, 11","Praça Bruno da Mota, 4",Fiat Palio,80.0,34.05,,114.05
765,1,20,3919,2024-03-06,Daniel Ferreira,Remoção,"Estação Moura, 1","Praça Costela, 26",Honda Civic,180.0,37.89,20.03,237.92
766,1,20,2936,2024-04-13,Pedro Miguel Silva,Carga de Bateria,Pátio de Barbosa,"Trevo de Costela, 72",Fiat Palio,80.0,0.12,12.31,92.43
767,2,20,6075,2024-06-17,Fernando Cardoso,Carga de Bateria,Esplanada Carvalho,"Avenida de Costa, 752",Toyota Corolla,80.0,18.86,32.45,131.31
768,1,20,5838,2024-01-23,Breno Campos,Troca de Pneus,"Viela Benjamin Rocha, 39","Rua Dias, 28",Ford Ranger,80.0,33.36,18.98,132.34
769,2,20,4117,2024-02-16,Benício Ribeiro,Carga de Bateria,"Núcleo de Gomes, 968","Vale de da Paz, 3",Toyota Corolla,80.0,33.22,,113.22
770,2,20,9850,2024-06-26,Srta. Alana Cardoso,Carga de Bateria,"Pátio Sarah Moraes, 931","Rua de da Cunha, 180",Toyota Corolla,80.0,21.27,,101.27
771,1,20,4459,2024-07-23,Srta. Melissa Melo,Remoção,"Parque de Monteiro, 317","Conjunto Viana, 50",Toyota Corolla,180.0,,29.04,209.04
772,2,20,5416,2024-09-23,Isabel Nogueira,Carga de Bateria,"Viaduto de Nascimento, 659","Largo Joaquim Santos, 6",Honda Civic,80.0,12.93,,92.93
773,2,20,1534,2024-06-03,Sophie Cardoso,Troca de Pneus,"Rua de Pereira, 6","Morro de Barbosa, 56",Fiat Palio,80.0,,,80.0
774,1,20,2597,2024-01-24,Thiago Souza,Troca de Pneus,"Morro de Moreira, 85",Via Fernando Costela,Toyota Corolla,80.0,,,80.0
775,1,20,1786,2024-05-23,Davi Luiz Rezende,Troca de Pneus,"Núcleo de das Neves, 15",Esplanada da Costa,Ford Ranger,80.0,,,80.0
776,3,20,7078,2024-07-16,Camila da Cunha,Carga de Bateria,Área de Rodrigues,"Avenida Martins, 92",Fiat Palio,80.0,,,80.0
777,1,20,2956,2024-03-14,Bárbara Duarte,Troca de Pneus,"Setor Lopes, 581","Favela de Sales, 8",Chevrolet Onix,80.0,21.73,,101.73

INSERT INTO AssistenciaCancelada (id_assistenciacancelada, id_produto, id_prestador, codigo, dataassis, nome_segurado, servico, enderecoretirada, enderecoentrega, veiculo, valorsaida, valorhoraparada, valorhoratrabalhada, valortotalassist, motivo)
VALUES 
    

1,3,9,7715,2024-01-07,Fernanda Lima,Troca de Pneus,Avenida Paulista,Rua das Flores,Fiat Uno,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
2,3,12,9073,2024-01-05,Maria Oliveira,Carga de Bateria,Praça da Sé,Rua dos Pinheiros,Chevrolet Onix,80.00,,40.0,120.00,Tempo expirado
3,3,7,3983,2024-01-05,Carlos Souza,Carga de Bateria,Rua das Flores,Rua dos Pinheiros,Chevrolet Onix,80.00,,,80.00,Cancelado pela Seguradora
4,2,3,6839,2024-01-13,Carlos Souza,Carga de Bateria,Avenida Paulista,Rua dos Pinheiros,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pelo Prestador
5,1,13,9334,2024-01-21,Paulo Almeida,Carga de Bateria,Rua dos Pinheiros,Praça da Sé,Honda Civic,80.00,,40.0,120.00,Cancelado pelo Prestador
6,1,6,4891,2024-01-17,João Silva,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
7,3,8,2990,2024-01-11,Paulo Almeida,Carga de Bateria,Avenida Paulista,Rua XV de Novembro,Chevrolet Onix,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
8,1,16,2595,2024-01-25,Paulo Almeida,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Ford Ka,80.00,40.0,40.0,160.00,Tempo expirado
9,2,7,5278,2024-01-08,Carlos Souza,Carga de Bateria,Praça da Sé,Rua dos Pinheiros,Fiat Uno,80.00,,40.0,120.00,Cancelado pela Seguradora
10,2,11,2181,2024-01-12,Paulo Almeida,Carga de Bateria,Rua XV de Novembro,Praça da Sé,Ford Ka,80.00,,,80.00,Cancelado pela Seguradora
11,1,18,8495,2024-01-26,Fernanda Lima,Carga de Bateria,Rua das Flores,Avenida Paulista,Chevrolet Onix,80.00,40.0,,120.00,Cancelado pela Seguradora
12,3,12,4335,2024-01-14,Maria Oliveira,Carga de Bateria,Rua das Flores,Avenida Paulista,Fiat Uno,80.00,,,80.00,Tempo expirado
13,1,19,4502,2024-01-01,Paulo Almeida,Remoção,Avenida Paulista,Rua dos Pinheiros,Chevrolet Onix,180.00,,,180.00,Cancelado pelo Prestador
14,2,9,5511,2024-01-19,Fernanda Lima,Remoção,Rua XV de Novembro,Avenida Paulista,Fiat Uno,180.00,40.0,,220.00,Tempo expirado
15,3,12,1206,2024-01-01,Paulo Almeida,Remoção,Praça da Sé,Praça da Sé,Honda Civic,180.00,,40.0,220.00,Cancelado pelo Cliente
16,1,16,6085,2024-01-14,Carlos Souza,Carga de Bateria,Rua das Flores,Rua dos Pinheiros,Fiat Uno,80.00,,40.0,120.00,Cancelado pela Seguradora
17,3,10,8680,2024-01-24,Paulo Almeida,Troca de Pneus,Rua XV de Novembro,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Tempo expirado
18,3,5,1193,2024-01-20,Carlos Souza,Troca de Pneus,Avenida Paulista,Rua dos Pinheiros,Chevrolet Onix,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
19,2,2,2204,2024-01-14,Maria Oliveira,Carga de Bateria,Avenida Paulista,Rua XV de Novembro,Toyota Corolla,80.00,,,80.00,Cancelado pelo Prestador
20,3,8,4214,2024-01-17,Paulo Almeida,Remoção,Rua XV de Novembro,Rua das Flores,Honda Civic,180.00,,,180.00,Tempo expirado
21,1,13,5194,2024-01-12,Maria Oliveira,Remoção,Avenida Paulista,Rua das Flores,Toyota Corolla,180.00,,,180.00,Cancelado pela Seguradora
22,1,5,2414,2024-01-18,Maria Oliveira,Carga de Bateria,Rua XV de Novembro,Praça da Sé,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
23,2,8,8144,2024-01-07,Paulo Almeida,Troca de Pneus,Rua dos Pinheiros,Avenida Paulista,Ford Ka,80.00,40.0,40.0,160.00,Tempo expirado
24,2,4,5256,2024-01-11,João Silva,Remoção,Praça da Sé,Praça da Sé,Toyota Corolla,180.00,,40.0,220.00,Cancelado pela Seguradora
25,2,14,3089,2024-01-10,Carlos Souza,Carga de Bateria,Avenida Paulista,Rua das Flores,Chevrolet Onix,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
26,2,17,6278,2024-01-13,Fernanda Lima,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Fiat Uno,80.00,,40.0,120.00,Cancelado pela Seguradora
27,3,9,2778,2024-01-07,Maria Oliveira,Troca de Pneus,Rua XV de Novembro,Praça da Sé,Ford Ka,80.00,,40.0,120.00,Cancelado pela Seguradora
28,3,10,5748,2024-01-07,Carlos Souza,Troca de Pneus,Rua dos Pinheiros,Praça da Sé,Honda Civic,80.00,,40.0,120.00,Cancelado pela Seguradora
29,2,7,2433,2024-01-17,Maria Oliveira,Troca de Pneus,Rua das Flores,Rua dos Pinheiros,Toyota Corolla,80.00,40.0,,120.00,Cancelado pelo Prestador
30,1,2,9340,2024-01-17,Fernanda Lima,Troca de Pneus,Rua XV de Novembro,Avenida Paulista,Toyota Corolla,80.00,,40.0,120.00,Cancelado pelo Prestador
31,1,6,9302,2024-01-14,Carlos Souza,Carga de Bateria,Rua XV de Novembro,Rua XV de Novembro,Chevrolet Onix,80.00,,,80.00,Tempo expirado
32,3,17,4446,2024-02-01,Maria Oliveira,Remoção,Avenida Paulista,Rua das Flores,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
33,2,6,8284,2024-02-03,Carlos Souza,Carga de Bateria,Rua das Flores,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Cancelado pelo Cliente
34,1,4,6947,2024-02-14,João Silva,Remoção,Praça da Sé,Rua XV de Novembro,Fiat Uno,180.00,40.0,,220.00,Cancelado pelo Cliente
35,1,7,2727,2024-02-15,Maria Oliveira,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Fiat Uno,80.00,40.0,40.0,160.00,Tempo expirado
36,2,2,5705,2024-02-26,Carlos Souza,Carga de Bateria,Rua das Flores,Rua dos Pinheiros,Chevrolet Onix,80.00,,,80.00,Cancelado pelo Prestador
37,3,17,1970,2024-02-25,João Silva,Remoção,Avenida Paulista,Rua das Flores,Ford Ka,180.00,,,180.00,Tempo expirado
38,3,8,3823,2024-02-16,Maria Oliveira,Carga de Bateria,Avenida Paulista,Praça da Sé,Fiat Uno,80.00,,40.0,120.00,Cancelado pelo Prestador
39,1,3,4032,2024-02-07,Paulo Almeida,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
40,1,3,2221,2024-02-03,Carlos Souza,Carga de Bateria,Praça da Sé,Rua dos Pinheiros,Toyota Corolla,80.00,,,80.00,Cancelado pelo Cliente
41,2,8,6187,2024-02-20,Paulo Almeida,Troca de Pneus,Rua dos Pinheiros,Avenida Paulista,Ford Ka,80.00,,40.0,120.00,Tempo expirado
42,1,5,9896,2024-02-23,Carlos Souza,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pelo Prestador
43,3,1,1809,2024-02-12,Fernanda Lima,Carga de Bateria,Rua dos Pinheiros,Praça da Sé,Fiat Uno,80.00,40.0,,120.00,Tempo expirado
44,3,7,6144,2024-02-08,Paulo Almeida,Troca de Pneus,Rua das Flores,Praça da Sé,Fiat Uno,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
45,1,1,5699,2024-02-27,Paulo Almeida,Carga de Bateria,Praça da Sé,Praça da Sé,Honda Civic,80.00,40.0,,120.00,Cancelado pelo Prestador
46,1,19,3314,2024-02-26,Fernanda Lima,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Honda Civic,80.00,,,80.00,Cancelado pelo Prestador
47,2,14,9271,2024-02-06,Paulo Almeida,Carga de Bateria,Rua das Flores,Praça da Sé,Chevrolet Onix,80.00,,,80.00,Cancelado pela Seguradora
48,2,19,2915,2024-02-25,Maria Oliveira,Remoção,Praça da Sé,Avenida Paulista,Honda Civic,180.00,40.0,,220.00,Tempo expirado
49,2,8,8890,2024-02-11,Carlos Souza,Remoção,Avenida Paulista,Rua dos Pinheiros,Toyota Corolla,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
50,1,7,7438,2024-02-08,João Silva,Remoção,Praça da Sé,Rua dos Pinheiros,Honda Civic,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
51,1,1,8222,2024-02-05,João Silva,Remoção,Avenida Paulista,Praça da Sé,Ford Ka,180.00,,40.0,220.00,Cancelado pelo Prestador
52,3,8,6623,2024-02-20,Maria Oliveira,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Prestador
53,3,2,5145,2024-02-27,Carlos Souza,Troca de Pneus,Avenida Paulista,Rua XV de Novembro,Ford Ka,80.00,,40.0,120.00,Cancelado pela Seguradora
54,2,3,6991,2024-03-13,João Silva,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Toyota Corolla,80.00,,,80.00,Tempo expirado
55,3,19,5612,2024-03-06,Maria Oliveira,Carga de Bateria,Rua dos Pinheiros,Rua XV de Novembro,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
56,2,15,7375,2024-03-15,Carlos Souza,Troca de Pneus,Rua das Flores,Rua das Flores,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pelo Prestador
57,1,6,9441,2024-03-06,Fernanda Lima,Remoção,Avenida Paulista,Avenida Paulista,Honda Civic,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
58,3,20,9978,2024-03-28,João Silva,Remoção,Rua XV de Novembro,Rua das Flores,Ford Ka,180.00,,40.0,220.00,Cancelado pela Seguradora
59,2,20,7796,2024-03-19,João Silva,Remoção,Rua das Flores,Rua das Flores,Ford Ka,180.00,40.0,,220.00,Tempo expirado
60,3,11,4037,2024-03-17,Paulo Almeida,Carga de Bateria,Rua XV de Novembro,Rua das Flores,Chevrolet Onix,80.00,40.0,,120.00,Cancelado pelo Cliente
61,1,19,9828,2024-03-21,Maria Oliveira,Remoção,Rua das Flores,Praça da Sé,Toyota Corolla,180.00,40.0,,220.00,Cancelado pelo Cliente
62,1,17,9582,2024-03-09,Fernanda Lima,Remoção,Praça da Sé,Rua das Flores,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
63,2,11,1918,2024-03-19,Maria Oliveira,Carga de Bateria,Avenida Paulista,Rua XV de Novembro,Toyota Corolla,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
64,2,15,4410,2024-03-01,Fernanda Lima,Carga de Bateria,Rua das Flores,Rua dos Pinheiros,Chevrolet Onix,80.00,40.0,40.0,160.00,Tempo expirado
65,3,6,6226,2024-03-21,Carlos Souza,Remoção,Avenida Paulista,Rua das Flores,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
66,1,5,3149,2024-03-04,Maria Oliveira,Troca de Pneus,Praça da Sé,Praça da Sé,Chevrolet Onix,80.00,,40.0,120.00,Tempo expirado
